Model,Souce,Comment,dependable,attractive styling,safe,drive comfort,prestigious,fuel efficient,affordable
Forester,Cars,"This car met all my needs for safety. I am a nurse I work 60 hours a week, I finally feel safe driving home at night from work when I m tired.",1,0,1,0,0,0,0
Sportage,KBB,Runs smooth and pretty good gas mileage,0,0,0,0,0,1,0
CR-V,Edmunds,"This is our sixth new Honda, covering the last 40 years.  All of these vehicles have been very dependable, low maintenance, fine driving, and extremely safe vehicles.  The new CRV is a fine addition to Honda's history of fine vehicles.  I feel for those who have had a bad experience, but with Honda it's normally the exception rather than the rule.",1,0,1,1,0,0,0
RAV4,KBB,not stable side mirrors on high speed.. noisy,0,0,0,0,0,0,0
CX-5,Cars,"Perfect size, smooth drive, definitely stylish. This vehicle is equipped with so many features. This one’s a keeper!
I highly recommend stopping by your nearest dealer and taking one for a test drive.",0,1,0,0,0,0,0
RAV4,Cars,"The 2021 RAV4 is a real treat. It is large enough to be extremely comfortable; even in the back seat, and small enough to be practical. It rides like my Avalon yet has plenty of space in the back to be able to haul things like beach chairs and coolers. Great car.",0,1,0,1,0,0,0
CR-V,Cars,The car had all the options I wanted. Pleased with all the safety features. Great gas mileage so far too! Love the latest blue color Aegean Blue!,0,1,0,0,0,0,0
Rogue,Cars,"The exterior is aggressive looking and modern.  The interior is full of high end tech, quality finishing and comfortable.  It's my wife's car, I am 6 foot and 350 pounds who loves his room and V6 engine.  This car has ample room for me and believe it or not, I am impressed with the efficiency of it's 182 hp v-4",0,0,0,1,0,1,0
Tucson,KBB,Drive smoothly,0,0,0,0,0,0,0
CX-5,Edmunds,"I've had my 2021 Signature CX-5 for 2 months now and am thrilled with my purchase. Having owned a 2009 Mazda6 in the past, I expected excellent handling and this vehicle delivers. The steering is quick and accurate with the suspension providing a firm and controlled, but not harsh, ride which I find comfortable and reassuring. The turbo is definitely a good addition to the standard engine. While not a race car, the acceleration is linear with minimal turbo-lag and more than enough from either a standing start or for passing on the freeway.

The interior is very driver friendly and near-luxury. The driver's seat is comfortable and easily adjustable. The cabin is quiet enough for conversation at normal volume even at highway speeds. The 10 inch screen is well placed so you don't have to take your eyes off the road to view. I am not a fan of using a touch screen while driving so I appreciate the control wheel and push button controls which are easy and intuitive to use. I thought having Apple CarPlay/Android Auto was a ""must-have"" for my new vehicle, however I've found that I rarely use the feature since I actually prefer navigating with the Mazda system over Google Maps and usually listen to subscription satellite radio. Nevertheless, it works well when I do connect my phone.

I also appreciate using buttons and knobs for the climate control system rather than having to navigate through screen menus. Again, a thoughtful design to make it easier to use while driving.

All in all, I am very pleased with my purchase and anticipate many miles of enthusiastic driving.",0,0,0,1,0,0,0
Sportage,Edmunds,Loved the 2018 and the 21 has more options,0,1,0,0,0,0,0
CX-5,Cars,"Love the CX5, and now with the Turbo engine, it definitely has the Zoom-Zoom factor. I bought the Signature trim which has the Napa leather interior, very comfortable and I love driving it.",0,0,0,0,0,0,0
CX-5,KBB,"Fun to drive, great get up and go with the turbo a",0,0,0,0,0,0,0
Tucson,KBB,"I currently own this Tucson, and like my previous Hyundai Sonata, I am continuing t hear a low clunk noise after I have turned a corner and turn straightened the wheel. The noise is only sporadic and isn’t apparent each time I take a turn to the rest hut or left. I took it to the dealership five times and after fifth time (they kept it for five days,) they only found a cracked boot that they replaced. Thinking that would fix the problem, I got it back, only to find that tye problem still exists. The dealership is offering to buy it back, as of yesterday, they say due to low inventory of used cars on their lot.",0,0,0,0,0,0,0
CR-V,KBB,"Gas mileage, safety, comfort",0,0,0,0,0,0,0
Sportage,KBB,Heating system,0,0,0,0,0,0,0
Forester,Cars,This car has wonderful safety features and handles well in different weather conditions.  It's higher clearance is a plus in snowy mountain conditions.  I have owned a Subaru for 10 year and this one is even better than my last one.,0,0,1,1,0,0,0
CR-V,Cars,"This car meets all of my needs, I enjoy driving it and love all of the features.  Love the moon roof, tinted windows, body style",0,1,0,0,0,0,0
Bronco Sport,KBB,Good Looking,0,1,0,0,0,0,0
Forester,Edmunds,It's a smooth ride with a lot of standard features and comes with AWD. Plus plenty of rear leg room. All and all a real good ride and ride,0,0,0,0,0,0,0
Rogue,Edmunds,Feels great to drive!,0,0,0,1,0,0,0
CX-5,Cars,This car is spacious for a small family of four to five and convenient to drive and there is a lot of horse power when you needed,0,0,0,1,0,0,0
CX-5,KBB,"Lots of body roll when cornering, bad gas mileage",0,0,0,0,0,0,0
Equinox,KBB,none,0,0,0,0,0,0,0
CX-5,KBB,Everything!,0,0,0,0,0,0,0
Sportage,Edmunds,Great car just what I wanted,0,0,0,0,0,0,0
CR-V,Edmunds,Purchased 28 days ago and AC has already gone out. Of course dealer can’t get part and it will be two weeks to get it fixed. Trading it in as soon as I can. Infotainment glitches already as well. Very disappointing.,0,0,0,0,0,0,0
CR-V,KBB,"We bought a 2017 CRV touring about 2 weeks ago. Took a trip to Jacksonville Florida from Maryland last week. Round trip was about 1500 highway miles. Its winter so no AC was used.  We have 2200 miles on it right now and we are getting 26.1 mpg and its going down. Its suppose to get 29 combined. 26 is not bad but when your expecting 29 its not good. We traded a 2016 CRV in and that was getting 24, it was suppose to get 27.
   We love everything else about it. The redesign inside and out is so much better than the 2016. It looks like a real SUV now. The leather seats are very comfortable. There is plenty of room in the backseat. There are a lot of nice safety features
   But if your looking for the 29mpg i dont think you will get it.",0,-1,0,1,0,-1,0
RAV4,KBB,No cons,0,0,0,0,0,0,0
Tucson,KBB,Drive smoothly,0,0,0,0,0,0,0
CX-5,KBB,Fun to Drive,0,0,0,0,0,0,0
RAV4,KBB,Little bit underpowered for what it could be.,0,0,0,0,0,0,0
Tucson,KBB,"I absolutely loved this car, except for all of the headaches that came with it.  The panoramic sunroof is fantastic, turbo engine WAS great and just overall look I really was a fan of.  However, its been nothing but repair after repair.  I get regular maintenance at the dealership, never miss an oil change and am completely up to date.  All of a sudden the engine failed.  I put a lot of miles on the but I was told ""something came loose in the engine"" which then destroyed the engine.  Because I have 108k miles and not 100k miles the warranty is no longer valid and the car is done.  Such a waste.  I can't tell you how ticked off this made me.  There have been numerous reported engine issues with this car and this was one of them.  I feel like I got robbed.",0,-1,0,0,0,0,0
Escape,KBB,"Quiet cabin, excellent MPG, good looking SUV",0,1,0,0,0,1,0
CR-V,Edmunds,Shop around & do research.,0,0,0,0,0,0,0
Bronco Sport,KBB,Engine pausing at stop,0,0,0,0,0,0,0
Tucson,KBB,THIS TUSON HAS BEEN LIKE A LEMON. TROUBLE ALL THE TIME. BACK IN THE SHOP AGAIN.  THE SENSOR LIGHTS ARE ALL ON NOW. GOOD THING GOT 10YR-100 MILES WARRANTY.,0,0,0,0,0,0,0
Rogue,Cars,"Beautiful, roomy vehicle! Big vehicle, for  little money. This SUV has class written all over it! Extensive look of class and sleekness.  It holds stunning decor beautifully.",0,1,0,0,1,0,0
Tucson,KBB,None,0,0,0,0,0,0,0
Tucson,KBB,"2016 Tucson Limited. This is probably the best car I have owned. Initially, the car had a hesitation problem; starting from a light or stop sign the car would hesitate. I complained a few times to the dealer but it continued. A year later they reinstalled the software for my transmission and the car has been perfect every since. I like the car and I like the dealer and intend to update to a new Tucson or Santa Fe within the next year.",1,0,0,0,0,0,0
Equinox,Edmunds,"The engine runs rough on start up like it has a missfire or vacuum leak. The transmission doesn’t shift correctly.  The dealer says nothing is wrong. It drives like all the other cars they have. Now the car shakes like it has loose wheels.  I don’t know if the axles aren’t spinning at the same speed. I don’t want to take it in again for this new problem, because they don’t fix anything.  Just another day wasted at the garage and more of my valuable time I can’t get back.  I bought a new car so I wouldn’t be at the garage.",0,0,0,0,0,0,0
Forester,Edmunds,"I planned on buying a new 2022 Forester. But after test driving 2021 the engine is very underpowered, very noisy (I know it's a boxer engine), and leans too much going around corners. My wife has a CRV and it is much quieter, handles better and much more refined.  Also, Windshield cracking issues...I will give the Forester a plus for off road handling and that's it.  No thanks I will pass.",0,0,0,-1,0,0,0
Rogue,KBB,None,0,0,0,0,0,0,0
RAV4,KBB,"Wanted the RAV4, tried several, no matter how seat is adjusted, top of my legs bump bottom of steering wheel.  Specs show 41"".  That's too short, needs to be at least 43"".  I'm 6' 1"" with slightly longer legs than torso, used to be champion long distance runner.  I can't get comfortable in this car, the cramped leg room will be terrible on long trips.  Thought about a bolt on seat extender but then my arms will probably be extended too far to be comfortable.",0,0,0,-1,0,0,0
RAV4,KBB,"Head room is low , no remote start",0,0,0,0,0,0,0
CR-V,KBB,No ventilated seats,0,0,0,0,0,0,0
Equinox,KBB,"This is my third Equinox, and is probably the best!  It's a Premier, so it has many extra features.
Although I miss my CD player, with Sirrius and Pandora, I can receive beautiful music through a fine audio system.  Prior to purchasing, I drove numerous small to medium size SUVs, however, most
did not feel as solid as the Equinox.  Several were smaller and lighter, however with the number of miles I drive, I wanted the feeling of a comfortable and substantial vehicle, which could travel on ice and snow, get reasonably good gas mileage.  Those which were similar in ride and comfort were far more expensive.",0,0,0,1,0,0,1
Rogue,Cars,"Problem with the AC, the temperature cannot be controlled, it comes out hot from the driver's fans and I took it to the dealer and they told me that it was designed to work that way, which is normal, it drives me crazy. I've tried to get the problem solved but until now they say it's normal and bought a dozen new cars and it's the first time this has happened to me with a 42-mile car",0,0,0,0,0,0,0
RAV4,KBB,"low tow capacity, lack of interior color choices",0,0,0,0,0,0,0
Bronco Sport,KBB,"I absolutely love this car. I am an outdoorsy person and am in the mountains a lot. This offers everything I need in a car for my adventures. Its great at climbing (not hard-core climbing), its great in snow, its great on the highway. It offers amazing safety features and has already saved me from a collision with a deer on the highway with its auto braking system. It offers plenty of space for gear and extra passengers as well as my dogs. The convenience features are just phenomenal. The gas mileage is wonderful for its class. Its totally reliable and I know no matter where I am traveling we will be fine whether on the highway, off road, snow or rain we're safe and will get there without issue.",1,0,1,0,0,1,0
CR-V,KBB,I bought my 2022 HRV white four wheel drive in September 2021. The only complaint I have is that whenever going over a bump is really noisy. Otherwise the car is easy to handle and I love everything else about the car. Just what I was looking for.,0,0,0,1,0,0,0
CX-5,KBB,Fun to Drive definitely,0,0,0,0,0,0,0
CR-V,KBB,I just Love The Honda CRV's really good gas mi.,0,0,0,0,0,-1,0
Tucson,KBB,"Quite, smooth ride, lots of room",0,0,0,0,0,0,0
CR-V,KBB,Showing 15 of 241 reviews.,0,0,0,0,0,0,0
Sportage,KBB,"SX-T GDI AWD model.

I bought this used end of June '21 with 75,000 miles on it. So far, it's been fantastic. Hands down the best car I've had so far, including my previous favorite, an '03 Mazda6s I bought new in '02.

If I drive it ""right"", I can get 25MPG on the highway, higher than the EPA sticker. If I drive it my way, less.  Haven't yet had a chance to use it in the snow. I dinged the value because of the fuel economy, and style because I'm not fond of the sunroof nor the roof rails. In fact, I think the roof rails may be the cause of the wind noise at highway speeds.

With the DCT and the paddle shifters plus the turbo, when I want this thing to go, it goes. And it turns on a dime. Well, maybe a nickel. Point there is that it has a tighter turning radius than you'd think, and with speed-sensitive variable power assist to make it easier to turn at low speeds and more stable at higher speeds. 

I normally drive alone, once I was driving some friends around, totaling three adults and two teenagers and there was zero difference in how the car handled. It was not in any way sluggish in anything compared to just me in there.

The leather seats are well cushioned, not too little and not too much, both front ones are power adjust, and both front seats are also heated and vented and the steering wheel is heated. Wish the outside mirrors had defrosters, but they don't. Lots of safety features.",0,0,0,0,0,1,0
Forester,KBB,Some safety features were a bit confusing at first,0,0,0,0,0,0,0
Escape,KBB,Not enough color choices--mostly black or black!,0,0,0,0,0,0,0
Sportage,KBB,Wind noise at highway speeds,0,0,0,0,0,0,0
Tucson,KBB,Sporadic low clunking noise after making a turn,0,0,0,0,0,0,0
Tucson,Cars,So far the Tucson is terrific .... drives smooth and comfortable .... good on gas mileage and just the perfect size for my wife...Love it!,0,0,0,1,0,0,0
Escape,KBB,"I have the Equinox 1LT, sticker price 29,745 (approx).
  I am extremely happy with the driving of this vehicle, much better than expert reviews detail. MPG for my 1.5 front wheel drive is 31.7 over approx 3200 miles. Very satisfied with this. Plenty of power for me, I am not a speed demon and want good MPG vs Power. Excellent set up with the 2018 Equinox w/ 1.5 liter.
  Interior is very nice, drives great. I-phone connection works great. Could be a better GPS set up. 
  Recommend this vehicle for anyone looking for moderate priced, good looking, great driving, well built driving machine.
  My best to you.",0,0,0,0,0,0,0
Escape,KBB,"This is my third Equinox, and is probably the best!  It's a Premier, so it has many extra features.
Although I miss my CD player, with Sirrius and Pandora, I can receive beautiful music through a fine audio system.  Prior to purchasing, I drove numerous small to medium size SUVs, however, most
did not feel as solid as the Equinox.  Several were smaller and lighter, however with the number of miles I drive, I wanted the feeling of a comfortable and substantial vehicle, which could travel on ice and snow, get reasonably good gas mileage.  Those which were similar in ride and comfort were far more expensive.",0,0,0,1,0,1,1
CR-V,KBB,As stated above,-1,0,0,0,0,0,0
Forester,Cars,The perfect size for me. It handles well  and the controls are easy to operate. Great gas mileage. Super comfortable. Reasonably priced and looks beautiful!,0,1,0,1,0,1,1
CR-V,KBB,Love this car…my second one…best bang for your buck. I’m not a big or tall guy and fit very comfortably in drivers seat.. I got the EX middle of the line model and the price was excellent and affordable…just have what I need and use daily…,1,0,0,1,0,0,1
CX-5,KBB,Fun and quick,0,0,0,0,0,0,0
Rogue,Edmunds,"Peppy with a nice ride.  Jam packed with tech, but not as much as the 2019 jeep Cherokee I traded in.  Actually the only thing I miss is the searchable owners manual that can be bought up on the screen.  I like the size, storage and kick to open tailgate.  The seats are comfortable and sidelines are not obstructed.  Very pleased with the vehicle. One exception.  The electric shifter is hard to get used to and probably dangerous.  To shift into reverse the shifter has to be gripped while depressing a button on the side. Easy.  Then to move in reverse the shifter to be moved forward.  If you operate it like any other  car in the world and move it backwards,  add some gas a d the vehicle will move forward.  Very hard to get used to.  Otherwise love the vehicle.  Think we got a good deal with the help of Edmunds pricing.",0,0,0,1,0,0,0
RAV4,KBB,I get 99.9 MPG use no gas most of the time.,0,0,0,0,0,1,0
Tucson,KBB,Amazing car!  Standard features on the ultimates model exceeds anything comparable to Toyota or Honda!  Going on 3 years of ownership with absolutely no issues!  Highly recommend!,1,0,0,0,0,0,0
CR-V,KBB,"Excellent car, it just about drives it self. No issues with it.
It has self control lights which I love so you don't have to mess with them. Great seats contours to your back so it helps on a long trip. Amazing car.",1,0,0,0,0,0,0
Sportage,KBB,"have owned this sportage for about 6 months now, absolutely love everything about it . have gotten 33 mpg on hwy , great !",0,0,0,0,0,1,0
Tucson,KBB,Sporadic low clunking noise after making a turn,0,0,0,0,0,0,0
RAV4,KBB,Takes 4.5 hours to charge at 240 volts 15.6 amps,0,0,0,0,0,0,0
Sportage,KBB,Great looking SUV,0,1,0,0,0,0,0
Tucson,Cars,"Love this car, tech is great.   It has looks and styling.
I found exactly what I wanted in this car.  I shopped around but didn't find what I was looking for until I saw this car.",0,0,0,0,0,0,0
Tucson,Edmunds,Love this car - although basic - so annoying that opening trunk hatch has to be manual. Hands are always full when opening/ closing. Sort of punishing to have to put everything down or pick up to open trunk hatch. It’s a deal breaker.,0,0,0,0,0,0,0
Bronco Sport,Cars,Got the Badlands model and couldn’t be happier. Has plenty of power and the extra traction options are great and the safety options are real nice.,0,0,0,0,0,0,0
Rogue,KBB,Good mix,0,0,0,0,0,0,0
RAV4,KBB,not stable side mirrors on high speed.. noisy,0,0,0,0,0,0,0
RAV4,KBB,"Sporty look ,quite, economy, comfort, power",0,0,0,0,0,0,0
CR-V,KBB,Smooth ride and comfortable seating,0,0,0,1,0,0,0
Forester,KBB,There are no cons. It's comfortable driving long,0,0,0,1,0,0,0
CR-V,KBB,Cabin sound level. Fuel economy not as advertized,0,0,0,0,0,0,0
RAV4,Cars,I feel safe and very comfortable in my “Limited” rav 4. I am getting ready to drive across country and can’t wait to do so in my beautiful RAV4!,1,0,1,1,0,0,0
CR-V,KBB,I enjoyed the heated seats and driving it.,0,0,0,1,0,0,0
Forester,KBB,Interior could be a bit more plush.,0,0,0,0,0,0,0
Bronco Sport,KBB,None so far,0,0,0,0,0,0,0
RAV4,KBB,I get 99.9 MPG use no gas most of the time.,0,0,0,0,0,-1,0
CX-5,Edmunds,"After owning cx9 and 3i , surviving bad accident in the 3 , we decided on another Mazda. Had zero problems with other two. So yes we love our 2021 cx5 gt.
AwD. Daughter got two cx5 also. Reliability and fun are what Mazda's are about! # 1 consumers reports too.",1,0,1,0,0,0,0
CR-V,KBB,"It is easily the best all-around vehicle I’ve ever owned.  Affordable price, upscale interior, very roomy 2nd-row, immense cargo space, quick and quiet power, handles nicely, 35-40 mpg.  I have to chuckle when I see the likes of a Hyundai Santa Cruz or Ford Maverick because they are simply 2-row SUVs without a rear cargo cover.  So unless you need to carry something tall, then the smart choice is a compact SUV, of which the CR-V seems like the best choice.",0,1,0,1,0,1,1
CR-V,KBB,Quiet Ride With Pep To It!!,0,0,0,0,0,0,0
CR-V,KBB,As stated above,-1,0,0,0,0,0,0
CR-V,KBB,"Excellent car, it just about drives it self. No issues with it.
It has self control lights which I love so you don't have to mess with them. Great seats contours to your back so it helps on a long trip. Amazing car.",1,0,0,0,0,0,0
RAV4,KBB,"Very hard to buy one I wanted a new one and dealers would not sell to out of state buyers.  I bought one new from Carvana had to drive to Raleigh NC to get it.  I was determined to buy this car.  I had a charge station installed so it was ready when I got the car (the charge product was a ""Juice Box 32"" which charges the car just fine.  With charge station it will go from 0% to 100% in about 4+hours.  If you just drive locally the meter says it will go 45 miles on a single charge.  I wanted the XSE but had to settle for an SE.  I plug it in at night and it ready to go the next day.  If you can find one buy it I paid about $5K over MSRP used I am a very happy person.",0,0,0,0,0,0,0
Escape,KBB,Quality and lack of support from GM on issues.,0,0,0,0,0,0,0
Escape,KBB,"15,000 thousands miles, axle had to be replaced! Definitely can't have back windows down, will vibrate your ears!",0,0,0,0,0,0,0
Sportage,Cars,So far I'm still learning about the beauty of my kia sportage. I'm excited about what I will discover it can do. And I'm looking forward to taking my lady on a ride.,0,0,0,0,0,0,0
Sportage,KBB,"SX-T GDI AWD model.

I bought this used end of June '21 with 75,000 miles on it. So far, it's been fantastic. Hands down the best car I've had so far, including my previous favorite, an '03 Mazda6s I bought new in '02.

If I drive it ""right"", I can get 25MPG on the highway, higher than the EPA sticker. If I drive it my way, less.  Haven't yet had a chance to use it in the snow. I dinged the value because of the fuel economy, and style because I'm not fond of the sunroof nor the roof rails. In fact, I think the roof rails may be the cause of the wind noise at highway speeds.

With the DCT and the paddle shifters plus the turbo, when I want this thing to go, it goes. And it turns on a dime. Well, maybe a nickel. Point there is that it has a tighter turning radius than you'd think, and with speed-sensitive variable power assist to make it easier to turn at low speeds and more stable at higher speeds. 

I normally drive alone, once I was driving some friends around, totaling three adults and two teenagers and there was zero difference in how the car handled. It was not in any way sluggish in anything compared to just me in there.

The leather seats are well cushioned, not too little and not too much, both front ones are power adjust, and both front seats are also heated and vented and the steering wheel is heated. Wish the outside mirrors had defrosters, but they don't. Lots of safety features.",0,0,0,0,0,0,0
Equinox,Cars,Car was great lots of options that you would find on a car costing a lot more auto dimming head lights speed sensitive cruise control,0,0,0,0,0,0,0
Tucson,KBB,Faulty Engine - multiple recalls on previous years,0,0,0,0,0,0,0
RAV4,KBB,"I traded my 2011 FJ cruiser for a brand new Rav4 Hybrid Limited. My first thought was, wow, I did not know how smart these cars had become! Overall fit and finish of car are very nice. My only complaint would be the aggressiveness of the torque in the engine. The vehicle is snappy, but not nearly as much as it could be. A bigger battery and more power would make this a sporty car. Still fun to drive, and I enjoy the creature comforts!",0,0,0,0,0,0,0
Forester,KBB,Reliable,1,0,0,0,0,0,0
Tucson,KBB,NOT RELIABLE,0,0,0,0,0,0,0
Sportage,KBB,"Very reliable, comfortable to drive.  Feels smooth, like driving a car, but has the extra space advantage an SUV.  Handles well in all kinds of weather.",1,0,1,1,0,0,0
CR-V,KBB,Quiet Ride With Pep To It!!,0,0,0,0,0,0,0
RAV4,KBB,"Wanted the RAV4, tried several, no matter how seat is adjusted, top of my legs bump bottom of steering wheel.  Specs show 41"".  That's too short, needs to be at least 43"".  I'm 6' 1"" with slightly longer legs than torso, used to be champion long distance runner.  I can't get comfortable in this car, the cramped leg room will be terrible on long trips.  Thought about a bolt on seat extender but then my arms will probably be extended too far to be comfortable.",0,0,0,-1,0,0,0
CR-V,KBB,great road car,0,0,0,1,0,0,0
CX-5,KBB,Fun to Drive definitely,0,0,0,0,0,0,0
Tucson,KBB,No mechanical issues yet after 6k miles.,1,0,0,0,0,0,0
Tucson,KBB,"I currently own this Tucson, and like my previous Hyundai Sonata, I am continuing t hear a low clunk noise after I have turned a corner and turn straightened the wheel. The noise is only sporadic and isn’t apparent each time I take a turn to the rest hut or left. I took it to the dealership five times and after fifth time (they kept it for five days,) they only found a cracked boot that they replaced. Thinking that would fix the problem, I got it back, only to find that tye problem still exists. The dealership is offering to buy it back, as of yesterday, they say due to low inventory of used cars on their lot.",0,0,0,0,0,0,0
CR-V,KBB,This car cannot be improved. It is perfect! I would buy another in a flash. Honda makes a GREAT vehicle.,-1,0,0,0,0,0,0
CR-V,KBB,great road car,0,0,0,0,0,0,0
Tucson,KBB,"Great driving experience, great gas mileage",0,0,0,0,0,1,0
CR-V,Edmunds,"I bought the Honda CRV AWD upgraded trim 7 months ago and have 2300 miles on it.
I've brought this car to two dealerships for help. I hate my CRV because of the way it shifts from braking to gas. When I take my foot off the brake as in at a stoplight, it makes a heavy clunking shift feel and sometimes lurches. To drive the car, one should feel nothing between the shifting of brake to gas pedal. The dealerships say it's a normal feel because of the auto engine idle. I think is either a flaw of the car, or I've got a lemon. I wanted this roomy vehicle to carry bikes and passengers. Also, the heated leather seats barely heat up. The service department head at one dealership said that it's normal for the bottom part of the seat to be cooler than the back.",0,0,0,-1,0,0,0
RAV4,KBB,"Buying a 2021 RAV-4 was one of my dreams as a Camry owner for 10 years.. and with whatever Camry offers i was led to believe RAV-4 would offer far more options.. decided to buy the XLE model knowing its the luxury model..!! but guess i was WRONG.
after making the deal and driving the car home.. discovered no options from the ones i have in my 2009 LE Camry exist in the 2021 XLE RAV-4....
the trunk doesn't open from inside.. you cant remote lift trunk gate.. no rain sensing wipers.. all the basic stuff are not there and they calls it XLE.
called dealer back and the reply was all these EXTRAs comes in packages for me to pay for which put me in shock till today. not happy at all.",0,0,0,0,0,0,0
Equinox,KBB,It’s a nice looking car . Handles great in snow and ice . Good gas mileage. Trade in value after a year is more than I paid for the vehicle. I bought it for my granddaughter and she loves it. I feel she’s in a very safe vehicle.,0,1,1,0,0,0,0
Forester,KBB,"Comfortable, fuel economy, awd, reliability",0,0,0,1,0,1,0
CR-V,KBB,Could use updated computer screen,0,0,0,0,0,0,0
RAV4,KBB,"Great car . I've upgraded my 2016 rav 4 at 80.000 miles because my transmission switched- had no choice I bought only available car my dealer had and it was 2021 rav 4 hybrid. Completely different car then older one . Pleasure to drive, very comfortable seats , love my light gray interior ( much better then black in my 2016) car is so quiet so I sometimes forget it’s on and leave with out turning off. Power is as well great",0,1,0,1,0,0,0
Sportage,KBB,Drives great,0,0,0,0,0,0,0
Escape,KBB,"Made this post on 11/10/2021.... Update to that post... my car is STILL in the shop. Today is 12/7/201. Tech just called back stating it was my transmission.  :(  Still not sure of why the blind spot keeps coming on when nothing is there. Totally wish i never got this car. 


We just purchased the 2022. Drove it off the lot with 30 miles on it. Two days after we drove it off the lot, we noticed the driver side blind spot light kept coming on when nothing was on the side of the car.. brought it to the dealership, and they said nothing was wrong with it, they drove it down the road, didn't see a light come on and they couldn't pull any codes. As soon as i drove it away the stupid light came on again, and still 2 months later coming on and off with no reason. Two nights ago i got off the interstate and the car started making this loud noise coming from the engine/trani. Never a noise that i have ever heard in my life. Had barley any power. I came to a stop light and went to go and it started bucking. I barley made it home. Tow truck had to come get it and it's now sitting at the dealership waiting to get looked at. The back seat is super super small. We have three kiddos and between the car seat for my 3 year old, our 12 year old, and 7 year old there is no room at all! My two older kids are having all they can do to not sit basically on top of each other. (maybe being a tad bit dramatic, but it's wicked small.) We also travel for hockey... 2 hockey bags in the back?... forget it. Only one is going to fit, unless you have someone in the back seat holding the second hockey bag so the back door shuts. You then can't see out your back window.. Hockey sticks... i don't know how we fit those in as well... someone is usually getting hit in the head with one. The side view mirrors are stupid small. The bucket seats are okay in the front... but if you're a little bigger like myself it can be uncomfortable with the back fat rolls. The auto head lights are nice, but they also go back and fourth from seeing a reflection off a stop sign/speed sign. The auto stop.... you can actually shut that off, which is really really nice!! The pull down sun shades.. SUPER SHORT and doesn't block out any sun off your face unless you're a tall person with your head almost touching the top of the car. The Bluetooth.. i have my phone connected as the main phone, but every time my son or husband gets in, it connects all three of ours? GPS... you can't use it unless you pay for OnStar or whatever it is.. My old car used to read my text messages for me when i'm driving.. this one does not... that really sucks. 12 gallon tank.. really sucks.",0,0,0,0,0,0,0
Equinox,Cars,"The color and everything is just beautiful. Don't know why I never wanted a white car before!!!!!  Very smooth styling, makes me happy!  Husband now thinking of getting a match!",0,1,0,0,0,0,0
RAV4,KBB,"I traded my 2011 FJ cruiser for a brand new Rav4 Hybrid Limited. My first thought was, wow, I did not know how smart these cars had become! Overall fit and finish of car are very nice. My only complaint would be the aggressiveness of the torque in the engine. The vehicle is snappy, but not nearly as much as it could be. A bigger battery and more power would make this a sporty car. Still fun to drive, and I enjoy the creature comforts!",0,0,0,0,0,0,0
Sportage,KBB,Showing 15 of 105 reviews.,0,0,0,0,0,0,0
Tucson,KBB,"Wind noise, MPG",0,0,0,0,0,0,0
RAV4,KBB,"With the rise in gas prices I decided to trade the truck in and get something that would get substantially better gas mileage. (Not disappointed with this aspect.) Every fill-up has averaged about 39 miles to the gallon. I also bought a Toyota as it synonymous with reliability. Has 3 modes of driving. Sport, normal and eco... I like the feel of the sport mode. I was also amazed at 6'4"" that I can sit comfortably in the back seat. It is a very nicely laid out vehicle with lots of safety features and included options.",1,0,0,1,0,1,0
CR-V,KBB,"It is easily the best all-around vehicle I’ve ever owned.  Affordable price, upscale interior, very roomy 2nd-row, immense cargo space, quick and quiet power, handles nicely, 35-40 mpg.  I have to chuckle when I see the likes of a Hyundai Santa Cruz or Ford Maverick because they are simply 2-row SUVs without a rear cargo cover.  So unless you need to carry something tall, then the smart choice is a compact SUV, of which the CR-V seems like the best choice.",0,1,0,1,0,1,1
CR-V,KBB,No Blind Spot Monitor,0,0,0,0,0,0,0
Tucson,KBB,NICE LOOKING,0,1,0,0,0,0,0
Tucson,KBB,Showing 15 of 100 reviews.,0,0,0,0,0,0,0
