Model,Souce,Comment
Bronco Sport,Edmunds,"Have had the bronco sport for 4 months. The WIFI stopped working had to reboot entire computer system. Front fender mud flaps have both fallen off, bluetooth cuts in and out constantly, back window leaks water into the car every time it rains or go through car wash, tons of rocks are stuck in my rubber trim due to design flaw on car. Dont buy until they get it right. To top if off they want me to leave my car for a day or two and will not give me a replacement"
Bronco Sport,Edmunds,"Just had the opportunity to drive the Badland edition, and I really liked it. I immediately dismissed it previously as a rebadged Escape, but I was surprised. Firstly, very good driving experience. The engine has good power, the steering has good feedback and great on-center feel, and it's refined. It felt really solid, and I was not expecting that at all. On the highway, I caught myself going over the speed limit many times due to its refinement. Comfortable interior, and really powerful heating/heated seats. I just really loved how solid it felt going down the road. The AWD system is really good! Turning off the stability control, it was really easy to get rotation in the snow.  I had to drive it to the airport during a snow storm, and it felt so stable on the highway!!! The headlights are really good! Really, I wasn't expecting to like it so much since I drove a new Escape and it felt really different. I liked the stiff ride, as it imparted a solid feel to the vehicle. The driving position is great, and it looks great in person. Like a mini LR Defender. The sculpted hood is really cool to look at when driving. Lastly, I loved the size of it. Truly maneuverable and agile. In terms of downsides, the 2.0T seemed to really eat gas. Probably because of the aerodynamics and the good performance. Also, the speakers were truly mediocre. There was a very obvious rattle under heavy bass. Overall, I'd really recommend it. It's priced higher than other subcompact SUVs, but it truly feels more expensive due to its solidity, good performance, and solid driving dynamics. I'm a fan!

Edit: The transmission calibration was significantly better than in the Escape. That was one of my biggest qualms I had with the Escape. In the Bronco Sport, it felt pretty well tuned."
Bronco Sport,Edmunds,"Bought the Bronco Sport and within a week I noticed some strange creaks and rattles. Long story short, had to have the entire transmission replaced and while the noises became more subtle/quieter they still existed. The windshield glass also started to crack. You’ll read on the forums about owner transmission problems along with the windshield glass being fragile. Bronco Sports are made in Mexico which is notorious for having quality issues. These vehicles are all looks and cheap short cuts underneath. I can’t see these vehicles having long term viability and no regrets about selling mine. Compared to its competitors, the BS build quality is really quite poor."
Bronco Sport,Edmunds,I purchased my vehicle April 2021 with approximate 50 miles so brand new. When driving it vibrates sporadically. When I reverse in the morning it makes this loud hard noise which was scary at first. I tried to schedule an appointment they didnt have any and could not provide a loaner car. I’m at 5800 miles tried to make appointment through the app during the month of September there is no availability. I’m just going to go in tomorrow and hope to have some luck.
Bronco Sport,Edmunds,"Be aware! My moonroof/sunroof shattered/ exploded and came off my frame while driving, the scariest thing ever, I had to have the car towed to dealership. They just all seemed baffled and said they’d do everything go get it fixed Bc the car is 4 months old. The dealership/ford has no answers for me, other than waiting on a service rep to make a decision on my car/life/livelihood that I’m paying on and not driving, how does that make any sense?! It’s been weeks, I’m beyond devastated having this happen to a brand new car. I will not EVER be buying a ford"
Bronco Sport,Edmunds,"I have the Badlands model that comes with the 2.0 liter engine.  I average 26.8 mpg at 4700 miles with highway mileage 29-33 (driving the speed limit.)  The interior seating is comfortable on long trips.  The back seats have limited space but are functional.  It has plenty of storage in the back which expands when the back seats are put down.  I have had no issues at all and just completed my first oil change.  The Badlands comes with a front facing camera that I use when parking to ensure I am where I need to be.  The front camera comes on automatically when engaging Rock Crawl, Mud/Ruts, or Sand mode.  It comes with Ford Co-Pilot 360 and Automatic High Beams which is very nice-automatically going to high beam and switching back with oncoming traffic.  The Co-Pilot 360 takes a bit to get used to if you have never used it before with the lane assist/centering, blind spot alerts, and pre-collision assist but it is very nice and provides for additional safety.  I have been very pleased with the performance of the vehicle and have zero regrets purchasing it.  As you read other reviews, remember all vehicles can have problems-the warranty addresses those.  Drive it yourself, see if it fits your needs, and if you purchase it-enjoy!  There are several Bronco Sport forums that assist with questions, problems, and a lot of ideas for personalizing it.  One year update-almost 10K miles and still running strong with no issues. MPG is about the same - average 26.6 overall since purchase.  Very impressed the the quality of the BS.  I have driven off-road several times and it did well. Buy or order with confidence!"
Bronco Sport,Edmunds,"I’ve had my Big Bend edition and simply LOVE it. Ford really nailed the perfect mix of fun, utility, and super fun feel good vibe. Even though mine has the smaller engine it has plenty of power and pickup. Everywhere I go people stop and admire it. It has an excellent driving height so you can see the road great. Admittedly, if I’m ever on the sand it’s because I got lost, but having so many GOAT modes is a nice touch."
Bronco Sport,Edmunds,Blue tooth and sync is not good mine keeps going out on turning off in middle of using it no matter what Mobile device I use.
Bronco Sport,Edmunds,"As nice as it looks I only got to enjoy mine for 27 days, mine was rear ended and was totaled. The thing is my car with two others were at a complete stop when car #3 got rear ended the bronco barely got tapped and the impact bar crumpled. There is zero durability to the Ford bronco and when Ford is asked questions about it they ignore the consumer. Beyond disappointed."
Bronco Sport,Edmunds,7998 miles on a 2021 big bend Branco and stuck transmission will not shift rotates shift knob by itself from drive to park stranded on vacation.  Other than that has no power and weird to drive
Bronco Sport,Edmunds,If you want to turn your back on the boring everyday SUV’s that all look the same then the Bronco is for you. I traded in an Acura RDX for my Bronco because it was uninspiring. The RDX was an excellent vehicle but looked like all the others. I feel safe in the Bronco which is something I haven’t felt since I owned a Toyota FJ Cruiser. I finally feel like driving again for no reason other than to take my Bronco out. The only thing I miss about the RDX was the memory seats.
Bronco Sport,Edmunds,I have had my vehicle for 3 months. So far the main screen behind the steering wheel goes completely blank. Unable to show mph etc. However after turning on and off several times it does eventually come back. Also I was just driving down the road and the rear glass window exploded. I thought someone may have thrown something at it but no one was around. Very scary! I have been advised of a recall as well with the gas line which I inquired about and a Ford Dealership said to come back they have not been provided the part to fix it with yet. 😔😔
Bronco Sport,Edmunds,"I traded in my Mercedes for this sleek, safe and very cool small SUV. Feels like luxury vehicle on the inside and the ride is extremely smooth. Very well thought out details for the price!"
Bronco Sport,Edmunds,"I owned the big bend for 4 months and just traded it in for a Subaru Forester. The front seats are not comfortable, no leg room on the back seat, lacy of cargo space, ride is noisy, inside is cheap plastic, hood rattles while driving, lack of power and smoothness, auto stop feature is anything but convenient and for the price (34k) it was bit worth it in my opinion which is why I ended up trading it in."
Bronco Sport,Edmunds,"As I said, at first I was afraid to drive it, but now I am making excuses to take it on the road.  It is so fun to drive!  People look at the car and really do not know what to think.  Broncos have not been on the road for years, and now they are, and are better than ever!!!"
Bronco Sport,Edmunds,"Driving it for 7 months in Northern Michigan.  Summer was great but regular sized bike will not fit inside with inside rack.Bright lights are great but dims do not shine out very far and deer are a serious issue!  At 55 you are slamming the brakes by the time deer, or amything, comes into view.  Winter:  handles well in the snow and ice.  The wheel wells get completely filled with ice and difficult to remove.  Tires constantly rub on the buildup. The  cavity that hides the wipers fills up with ice and snow and freezes rendering the wipers useless unless you stop and try to remove all the ice and snow from around them which I'd difficult.  Great southern car or one kept in a garage."
Bronco Sport,Edmunds,"I enjoy driving my Bronco Sport! Have owned 8 months and driven over 7,000 miles. Was concerned about the 1.5 engine but it hasn't disappointed with easy highway ramp acceleration and passing on two lane highway. Also handling is great with flat cornering and a tight turn radius. View out windshield is great. Headlights are best I have ever head for visibility on dark country roads and bad weather. Cargo area easily handled my load of bagged mulch this summer and the large box a new power washer came in. I  rarely have passengers in the back seats, so the one drawback of lack of foot room especially when entering or exiting back seat isn't a huge problem for me personally. Zero squeaks or rattles but there is some wind noise at higher speeds and a hard rain hitting the roof makes some noise."
Bronco Sport,Edmunds,I kniow I'm one of the first to driving a Big Bend Bronco and it's awesome!  The looks are Sweet! My surfboards fit in the back both outside the liftup glass or inside after folding down the seats if needed! Lots of head room and places to store things. Can't believe it's mine!
Bronco Sport,Edmunds,"I love the looks.  I love the size.  I love the exterior and the interior.    I previously had two Ford Escapes and knew the Escape platform was the basis for the Bronco Sport.   BUT...I should have examined the bronco more closely, and if you're thinks of buying one, so should you.  The driver's seat is too low, even at its maximum.  And worse....I would even say dangerous...the gas pedal is further away , and much smaller, than the break pedal.  So if you practice heel/ toe driving, you will find that if you position your heel so as to use the brake, only your toes will reach the gas.  In fact, your foot can easily slide off the gas pedal altogether, and could conceivably slip UNDER.  And conversely, if you position your foot to rest properly and effectively on the gas pedal, you may have to lift your leg or slide your foot back to apply the brake.  This seems like an accident waiting to happen."
Bronco Sport,Edmunds,"Good looking vehicles. Comes with a  lot of standard equipment. Very stylish, smooth ride, power when needed, comfortable. Over all it is one of the  best vehicles we have ever had. Truly worth the price."
Bronco Sport,Edmunds,"Love my Bronco. Drives nice, rides nice too! Handles great and the new color Area 51 is the eye candy of the year!"
Bronco Sport,Edmunds,"Wow I bought about a month ago 2021 Broncos sport big bend.ford you get a plus for this vehicle . its more than I could imagine! I must say great looks love color catcus grey,love all the features that come with it ,lot of room inside handles great,good on gas and gets you where you want to go.   Ford what took you so long to bring it back.q"
Bronco Sport,Edmunds,"I have 8500 miles on my big bend and so far so good! I’ve been off road around the Santa Rita Mountains near Tucson and the White mountains in northern Arizona and my Bronco handled like a champ! If I can complain about anything, it would be that the bronco sport could sit a little higher. I am putting a lift kit and off road tires on it next month and can’t wait to get my bronco sport dirty again!"
Bronco Sport,Edmunds,"Very comfortable vehicle.  I purchased an Outerbanks model and absolutely love my Bronco. I'm learning about all it's interior features at present time. I love the look of this vehicle. Very,  very comfortable ride. I can't wait to take my friends on a day trip to Hill Country here in TX."
Bronco Sport,Edmunds,Took delivery in April......driven 8500 miles in it.......comfy quiet........easy to drive........does everything well........mpg since purchase......33.7...combined.......no mechanical issues so far.
Bronco Sport,Edmunds,"Everyone’s needs are different and for me, Bronco Sport Outer Banks is excellent “dog mom” little SUV. It also helped that my experiences with George Coleman Ford in Travelers Rest, SC made it particularly stress-free (I haven’t bought a brand new car from a dealership in many years, so I was leery). It’s nice interacting with people that don’t use high-pressure tactics and that honor their words (thanks Chase and Gerald!). I’m still discovering little “bells and whistles” everyday that I didn’t realize I wanted or needed (like auto sensing on/off of high beams). The temps are cooling quickly and I live in the country, so things like remote start and remembering your climate settings (heated seats, steering wheel) all really nice in the morning for doggie day care drop-off.  My Bronco handles my 1/4 mile gravel driveway (obscured with leaves in some sections) with ease - happily takes on mountain roads and switchbacks with ease. The one “wish” is that I still haven’t figured out how to save some of my preferred defaults (likely user error - definitely not a show stopper). Enjoy!"
Bronco Sport,Edmunds,"Great vehicle, rides like a little truck.  The whole family really like riding in it.  It's loaded and comfortable to ride I both on and off the road."
Bronco Sport,Edmunds,Trans shudder at lower speeds after 2000 miles. Ford replaced torque converter and valve body. Trans shifted better and no shudder. 500 miles after repair shudder is back and transmission sounds like a loose chain at times. I hope they replace the complete transmission as I don't want to go through this a third time.
Bronco Sport,Edmunds,"Bought a ford Broncos sport big bend. Soon as I saw the big bend Broncos feel in love with it.love the color caucus grey,love the style looks power and room inside and great gas miles."
Bronco Sport,Edmunds,"It’s a great little car. It can off road but don’t buy it if you think it’s bad ass. It’s not. Snow, ice, some mud and sand that’s not to deep are all within it’s capabilities.

The big bend has good safety features and for the price it’s a fun little guy"
Bronco Sport,Edmunds,"Fun to drive - in town, on the freeway or the back roads.  Really a nice vehicle."
Bronco Sport,Edmunds,It's a 5 person SUV built for camping.
Bronco Sport,Edmunds,They are hard to find right now.  Expect not to get much of of the sticker price right now.
Bronco Sport,Edmunds,"I love it, it is so fun to drive and comfortable."
Bronco Sport,Edmunds,Omg the best vehicle i have Ever Owned...so excited
Bronco Sport,Edmunds,Only had it one day too soon to tail loving it so far
Bronco Sport,Edmunds,A spunky 4wd that rides like a car❤️
Bronco Sport,Edmunds,For the money great deal
Bronco Sport,Edmunds,What else can I say? :)
Bronco Sport,Edmunds,Great ride beautiful color! Love the moon roof and wheels!
Bronco Sport,Edmunds,"Loved the vehicle, but the sound system was disappointing, there was no dual climate control, and luxury finishes were lacking."
Bronco Sport,Edmunds,I really this car but i would’ve perfected a few more luxuries like ventilated seats wireless apple car play.
Bronco Sport,Edmunds,The 2021 Bronco Sport (Outerbanks model) is such a great vehicle.  I love it. I drove a sedan for about 12 years and would never go back to driving a Sedan. This SUV has a smooth ride and is very quite. I'm able to get in and out of vehicle quite easily.  It sits tall people. I can even wear a hat while driving! I love my Baby Bronco!
Bronco Sport,Edmunds,"My brand new bronco sport started making knocking whirring noises immediately. Stopped going into drive and ended up stranded in a busy intersection. Ford says it’s the transmission and will be 2 months in the shop by the time parts even get here, longer than I’ve had it. Extremely disappointed with this buying experience, be aware."
CR-V,Edmunds,"This is my second CR-V (still have my 07 which is still going strong with  175k miles:)
I love everything about the 2021. Drives like a bigger car in a good way, substantial and safe. The interior is lovely. Luxury feel without Luxury price.
Also, regarding all the reviews that complain about confusing infotainment system, if I can figure it out (without the manual) ANYONE can.
Love my Sonic Gray Pearl CR-V"
CR-V,Edmunds,"Awesome space. Brought the car for the spacious cargo and got it around for 28325 for EX trim. Guys, nowadays dealers are giving a good price. Please check with another dealer to get the price. Initially, I was hesitant to get this car. Now I am happy with the price they offered. Drove 3000 miles and super cool"
CR-V,Edmunds,"Ive had this car for 3 mths. bought brand new. Drives great, but the paint is terrible. Thin and soft. So far Ive had like 5 rock chips and there are some scratches from the unknown. I did not get paint protection on this car because other cars Ive had in thr past never needed such thing. Cars made today should be painted better."
CR-V,Edmunds,"Boy, do I love this car. It feels like it sometimes is driving itself with the lane assist. I love the seat warmers. I love the sound system. I love that I can take a turn and it grips the road. I love that it is so smooth driving and going over bumps. I love that I can put my GPS from my phone on it's more than ample big screen. Did I say-... I LOVE MY HONDA CRV!!"
CR-V,Edmunds,"Chose this car over similar ones in this class as drove the nicest.  Is quiet, adequate power, 
The bad, headlights not so bright, seat feels like a park bench."
CR-V,Edmunds,"Purchased a new 2021 CRV in August.  We have only put about 3,000 miles on it and went to start it the other day and it wouldn't start.  The whole dash started flashing with all kinds of failures.  We checked the battery, fully charged.  Had to call for a tow.  The Honda dealership couldn't start it either.  The codes were U0100 F-can malfunction and U0038 IMA Can Malfunction.  They don't know why and said it's an intermittent issue that could happen again.  My Honda warranty does nothing for me since they couldn't locate exactly what was causing the two codes to appear.  They wiggled wires, cleared the codes and did a battery reset but found nothing else wrong. I specifically bought a Honda because of I thought they were supposed to be high quality and a car I could rely on.  Now I'm scared to drive it as who knows when the intermittent issue will happen again. Is it going to fail while I'm driving?  I've lost all trust in my brand new car and prefer to drive my 14 year old Toyota instead.  $33k for a lemon, buyer beware."
CR-V,Edmunds,The CRV EX-L has great pickup and an amazingly comfortable ride. It’s very spacious and you can’t beat the mpg.
CR-V,Edmunds,"I totally hate the auto start/ stop feature. You should be able to disable it from the ""SETUP"" program and/or adjust the delay for the engine shut down. Main reason I hate it is that it is my wife's car and is typically driven on very short trips around town. Typically she goes thru 6 start cycles in under 5 miles., 3-4 times a week. The battery never recovers above 12.25 volts .  .  .  which is a 70% charge state. YES . .I know there is a disable button you can push every time you start out. BUT . . .it is very poor engineering to have to do that. I am looking at a battery maintainer to save having to replace a $200. battery in the near future."
CR-V,Edmunds,743 miles on it . Merge on interstate and lose power and dash goes crazy with system failure messages . Talk about fearing getting killed before can get off road!!
CR-V,Edmunds,"We just got the 2021 CRV Touring on a beautiful Sonic Gray color. We've had CRVs since 2002 and this latest model has a great feel on the road, no road noise which used to be an issue and the Touring comes with all the bells and whistles. Also the cargo space still is excellent, the turbo renting is very responsive, we will see how fuel efficient is but we expect it will be very good."
CR-V,Edmunds,"I test drove several similar classed SUV's.  I have had two Kia Soul's so good comfort and great audio were creature comforts I would not go without.  I wanted something bigger, safer, and AWD.  

The CR-V EX trim for me give me the seating comfort, great audio, safety features, AWD, and fuel economy I was looking for.  I shopped, I test drove everything in the same class.  Check the warranty offerings and options (I got some awesome rubber all weather CR-V floor matts that are much better than the plastic Weather Tech's I bought for my Kia) - there were other options I didn't even know about before I sat down to buy the car so I passed because I hadn't planned for them.

Solid smooth ride with none of the noise or underpowered engines on some of the other makes.  Plan on keeping this one for a long time."
CR-V,Edmunds,Purchased 28 days ago and AC has already gone out. Of course dealer can’t get part and it will be two weeks to get it fixed. Trading it in as soon as I can. Infotainment glitches already as well. Very disappointing.
CR-V,Edmunds,Purchased new and really could be better. Infotainment is awful and slow. Really not happy with this in this day and age. Hondalink is really useless in this vehicle and can't do nothing with this app. Can't even start car with app--come on honda! Engine has been fine and get great gas mileage and performance. I guess Honda thinks it will be fine without modern refinements. This just might be my last honda if electronics are not upgraded.
CR-V,Edmunds,I have had my CRV for a little over two weeks and love the gas mileage and ample room.  It is fun to drive and the love the extra safety features.
CR-V,Edmunds,Honda CR-V is a comfortable solid car that drives great. I would recommend the CR-V to anyone looking to buy a good reliable family car.
CR-V,Edmunds,"This is the third CRV I have owned.  I traded my 2013 for a 2021, after almost 170k in trouble-free miles.  I wish it wrere possible to get have gotten a brand new version of the 2013 rather than this overcomputerized, over plasticized car.  Too much plastic.  While handwashing, I could not put too much pressure on plastic bumpers, worried loosen them up, further.  Build quality not nearly as solid as the earlier model.  Despite all that, hoping for same reliability, at least mechanically."
CR-V,Edmunds,The engine is roo noisy. It sounds like driving 10year old car every time you press gas. Not many people mention this. Very disappointed. Over rated for sure.
CR-V,Edmunds,"Title says it all. I purchase the vehicle brand new (2021) three weeks ago, and have had it towed once and serviced twice. First the battery was already dead, then the infotainment system would no longer work. It’s okay looking, smells nice, and handles decently but I can already tell this was a poor purchase. Buy something else."
CR-V,Edmunds,"Well we just ordered our 2nd Honda CR-V touring.  Both my wife and I have so much good to say about this suv!  We took advantage of high used car pricing and ordered another new 1      Trust me on this , the Crv is 1 of the very best    Handles great , very comfortable , looks awesom for a suv !   And was trouble free.   I. Hope the next 1 is the same.  New 1 will be black pearl on black should be awesom.    John"
CR-V,Edmunds,Great comfortable car. Has all the bells and whistles. Great gas mileage. I certainly hope the electronics survive. I hope Honda has fixed the oil dilution issue.
CR-V,Edmunds,"The CRV feels like a small car, not an SUV. The engine is loud and the transmission is pretty rough when you are stepping on the peddle and accelerating quickly. We.were very surprised how poorly this car handles in the snow. The biggest issues we have had are with the interior and the overall technology. First this vehicle is not able to utilize the Honda app for remote start, or to lock the vehicle. The Honda app is actually a pay subscription service. The screen and controls also look grainy and like they have not been updated in many years. The screen feels and looks antiquated. The number one issue is the incredibly intrusive dashboard that comes to a point between the front seats. Storage is not convenient and the front seat is not comfortable for tall riders. Overall the CR-V is just OK. It looks good from the outside, but it really feels like it needs some updates on the interior and technology. It is a great vehicle for your grandmother."
CR-V,Edmunds,"I bought the Honda CRV AWD upgraded trim 7 months ago and have 2300 miles on it.
I've brought this car to two dealerships for help. I hate my CRV because of the way it shifts from braking to gas. When I take my foot off the brake as in at a stoplight, it makes a heavy clunking shift feel and sometimes lurches. To drive the car, one should feel nothing between the shifting of brake to gas pedal. The dealerships say it's a normal feel because of the auto engine idle. I think is either a flaw of the car, or I've got a lemon. I wanted this roomy vehicle to carry bikes and passengers. Also, the heated leather seats barely heat up. The service department head at one dealership said that it's normal for the bottom part of the seat to be cooler than the back."
CR-V,Edmunds,"5,000 miles in and I HATE this car.  If I could give it zero stars, I would.  It is underpowered, uncomfortable, gets poor MPG (I drive all highway miles and am averaging 26 MPG) for the size and performance, the heat is non-existent, it has a lot of road noise, the outdated infotainment system is very clunky and often doesn't work, the AWD is not as good as other systems out there, the center console/storage leaves much to be desired.  Worst of all, I went to start it this morning and nothing.  The car is 2 months old and left me stranded.  My wife drives a 2015 Pilot and we love that car.  This is a total disappointment.  I would not recommend this car to anyone.  Get a Toyota or a Subaru and be happy.  This is last Honda I will ever own.  If I could convince the dealer to take this back, I would get rid of it in a heat beat.  Shame on you Honda."
CR-V,Edmunds,The XM/FM/AM radio tuning is terrible.  You have to Search  ...  the tuning knob I had on my 2018 Accord was great ... this 2021 CR-V.  Tailgate latch in intermittent ... alarms when exiting the car when nothing is wrong.  Never again... I'm going  to something else next time
CR-V,Edmunds,Fast and zippy plus luxurious comfort of a ride!
CR-V,Edmunds,"Car has automatic headlights and automatic high beams, I work at night lights up the road great. High beams go on and off at the right time.  The big taillights are important since a lot of people cannot see at night as you pass them by. Only $30 to fill up compare to $40 for my other SUV. Plenty of power at 40 mph before you know it.  I had a 2000 CRV lasted 19 years.  Just lost my 2009 in last hurricane. Got a sonic grey pearl CRV EX everything great so far."
CR-V,Edmunds,"There is a national car shortage of new cars and most dealers will laugh when presented with advertised lease specials.  We had a 2009 Honda Accord EX-L which had been mostly rock solid and had 129,000 miles, mostly trouble free.  One Saturday I took it in for a scheduled oil change.  The dealer is literally within eyesight of my house.  While there I strolled around and was shocked to see only one new vehicle in the showroom. The front lot was full of used cars for the most part.  I then observed a 2021 CRV EX-L AWD in Sonic Pearl Gray.  The dealer had 2 grand of add ons plastered on.  I started talking to a salesman and the story was a lady had ordered it and didn't like the color upon seeing it on the lot.  It had 10 miles on it and it was the only CRV they had. On impulse alone  I told the salesman to write up a lease based on their loaded sticker.  So I paid a few bucks over list and I don't care.  It's the way things are at the moment. Two days later I sold the 2099 Accord to the first person who came to look at it.   The CRV is a good, solid reliable vehicle with many good features.  And decent gas mileage.  I also have another vehicle with a 250 HP V8 and I like the acceleration of the CRV.  It isn't a Lexus nor is it meant to be. The leather interior is comfortable,  passable  and fine for everyday use.  There is plenty of room in the rear for storage.  I like the power rear gate.  The turbo engine is more than adequate.  The stop/go feature is annoying but easily disabled.  We plan on keeping Sirius.  The sound system is above average.    In short, it's the first new car I have  bought in over 50 years and I'm impressed with the fit and finish.  It's quiet enough for me and both my wife and I enjoy driving it.  Love the memory seat function although I also have it on the other car this one is more accurate.  We leased it for 3 years and at that point we will decide to buy or lease again.   In the meantime I am looking for a dealer who will give me a Pilot for the advertised lease price from corporate Honda.  Maybe in a couple of months.  For now, we have the CRV and we're satisfied.   

Update. April 2022. After 6 months we have put 4,000 miles on the vehicle.  The memory seats are very handy  Mileage for our shorts trips is about 18 MPG   The occasional highwayvtrip is in excess of 30.  It's a smooth car we like it.  So far, so good."
CR-V,Edmunds,"Just after 60 miles, yes a new 2021 cr v with leather, waiting at a light all the warning indicators came on . The engine didn’t  totally shutoff. I was only able to drive only 10 miles an hour looking at the dash flashing every code in the vehicle. Was instructed by the service manager to try to drive it into the dealership, which I did. Took me over an hour to go a few miles. After an hour was told the composed to be relearned? REALLY?
I can t tell you how angry I was. At this point
I can t trust the car. With COVID still around I don t need my wife and grandchildren to be stranded. Right now I m stuck with a vehicle I no longer want. I changed from Toyota to Honda hoping to get a better vehicle. Boy did I make a mistake. I don t know what to wish for more problems so I can claim a lemon law vehicle or just hope for best.
I guess I have to hope this was a one off problem and a reboot was all that was needed, but trying to get my wife back in the car will be a challenge."
CR-V,Edmunds,"This is our sixth new Honda, covering the last 40 years.  All of these vehicles have been very dependable, low maintenance, fine driving, and extremely safe vehicles.  The new CRV is a fine addition to Honda's history of fine vehicles.  I feel for those who have had a bad experience, but with Honda it's normally the exception rather than the rule."
CR-V,Edmunds,"I needed a gas sipper to put a lot of miles on. I had grown accustomed to driving my spouse's bmw and didn't realize how very weak the engine in this car is. It has no power. Other than that, it is well appointed. The style is modern and the cabin is roomy and comfortable. The four stars is for overall, but the engine gets one star."
CR-V,Edmunds,"I got my crv in April. I have 6k miles on it, just got an oil change only 2 weeks ago. The check engine oil message is already on. I tried resetting inside the setting but it still occurs every 10 secs while driving. So annoying. I though Honda was supposed to be reliable. Oil issues with the 1.5T, think before buying or leasing this thing. I can’t wait to trade in with something else"
CR-V,Edmunds,"Travel to Outer Banks NC in July 2021, first long trip using the navigation. For starters it is not a user friendly app. The navigation only routes one way. Only changes can be made while car is stopped and in park, in slow moving traffic on I-95 it presents a problem, system selects reroute but does not show the route. Finally just turned off navigation and used my I Phone, much better than the useless Navigation in Touring model. Honda selling the CRV Touring as the best, but has the public fooled. The Honda engineers should drive using this navigation system in real world traffic. Avoid the Touring models as this is not worth the extra $$. The EX-L is far superior to the Touring. I know in the future that I will have no vehicle with Navigation."
CR-V,Edmunds,"Wow!  The features in this SUV are sustainable. Automatic high beams, Apple CarPlay, reverse camera, sun roof, the list just goes on an on. It’s a great ride and I would tell anyone looking for a SUV this have a lot of value for the price!"
CR-V,Edmunds,"We drove comparable models from Subaru, Toyota, and Mazda.  The Honda CR-V wins hands down as far as price, amenities, comfort, quietness inside, cargo space, pickup. responsiveness and handling.  Nothing comes close at this price point."
CR-V,Edmunds,"We bought the LX because we eventually it will be inherited by my 12 yr old son when he goes to college.  The 2021 LX model has bad ergonomics compared to base models of Civic and Accord.  The LCD screen is very small, you will have to squint to look closely because the quality is also poor.  I hope there is an aftermarket upgrade for this.  No audio jack?  Cmon.  At least provide 2 USB if you cant provide an audio jack like what they have on the base Civic and Accord.  No power source for the rear passenger.  How much would that be for an LX.  Lastly, the auto idle stop and hand breaks are the most annoying features.  Both are confusing.  The hand break is electronic which is a user experience downgrade compared to the normal push with your feet.  The auto idle stop is the most irritating feature I have ever seen.  The default is always activated.  There is no way around it.  We hesitated on an EX.  For the money spent on an EX, better spend it on a V6 Passport or Pilot."
CR-V,Edmunds,"I truly love this car. It has so many updated new accessories and technology. It has the wheel assist along with sensors when switching lanes, sunroof, Apple CarPlay, heated seats. When getting too close to a car it will start breaking on its own. If you don’t drive between the lines and slowly swerve it takes control of the wheel and merges you back into the lane. It also has push to start and a remote start. Not to mention it’s amazing on guess and very reliable. You can’t go wrong with this car."
CR-V,Edmunds,"They do not discount theses vehicles much below MSRP.  But, still a great value.  Great ride, great handling and great gas mileage, around 34 mpg."
CR-V,Edmunds,"When my BMW X3 lease was up, I needed the affordability of the CR-V.  I went with the EX-L so I could enjoy some of the same amenities I was accustomed to in my X3. I love the leather seats and warmers.  The sunroof is a plus.  I’m very impressed with the size. The CR-V has much more legroom in the back seat. It’s easy for little ones to climb into. The rear cargo area fit all of our luggage for a family of 4 road trip. Eventually we may need something bigger, but this is suitable for now.  I love the gas mileage and efficiency. The adaptive cruise and lane keep assist are new to me, and I love these features on a long road trip. The infotainment system has given me no trouble and Apple Car Play is great to have. I love the extra USB ports. They definitely come in handy for charging multiple devices. 

I’ve driven literally every car in this class, and the CR-V has been my favorite by far. Though it can’t compete with the performance and experience of the X3, it has some punch - more than expected. Overall this is a great car for getting the job done safely and affordably!"
CR-V,Edmunds,Make sure you visit many dealers as the price varies considerably!
CR-V,Edmunds,"Honda CR-V is a great, reliable car. It drives well & has great gas mileage which I like a lot.  I like the touring, as it has a larger navigation screen as well as other nice features."
CR-V,Edmunds,Awesome car!  I did have to buy a seatbelt extended for the back seats because they are backwards and also don’t extend.
CR-V,Edmunds,"Love this car! I loved my Accord but wanted an SUV type vehicle. This vehicle has lots of great features, gets good gas mileage, is roomier than my Accord and the price is right!"
CR-V,Edmunds,I've owned 6 crvs. I usually trade every 4 years. From the first to the fifth I just had to learn the new changes which were always for the better. My 2020 touring model is my least favorite. The engine is noisy and I don't care for the dying engine T stop lights.  One more thing to go wrong and has to be shut off with every start. Don't care for humps over the front wheels which is a little distracting when parking. But what I miss beyond words is Lane watch which is the right side camera. Can't believe it isn't even an option. The flashing symbol on the mirror is a joke. Totally useless. I wanted a certain color so trusted the salesman and bought before delivery because I've had 5 other crvs. Big mistake.
CR-V,Edmunds,Great ride with all the bells and whistles. Our choice because Honda is known for their reliability. Smooth and comfortable ride and we were able to get the color and all the extras we were looking for.
CR-V,Edmunds,A lot roomier inside than I thought.  Very quite smooth ride. Stereo is awesome. All computerization inside very easy to learn. Love my features that come with this model.
CR-V,Edmunds,"We bought a Honda for the confidence in engine and overall reliability, and CRV for cargo space. I expect those to deliver over time. However, other manufacturers quality ratings have become very similar. The fit and finish of the CRV are frankly not impressive - I’m noticing more light plastic as time goes on, and the value vs what we paid for vehicle and accessories is lower than we have gotten from Honda previously."
